gene_id	gene_name	description	gene_biotype
ENSMUSG00000026082	Rev1	REV1, DNA directed polymerase [Source:MGI Symbol;Acc:MGI:1929074]	protein_coding
ENSMUSG00000103804	Gm37062	predicted gene, 37062 [Source:MGI Symbol;Acc:MGI:5610290]	lncRNA
ENSMUSG00000102716	Gm5099	predicted gene 5099 [Source:MGI Symbol;Acc:MGI:3644917]	lncRNA
ENSMUSG00000037138	Aff3	AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]	protein_coding
ENSMUSG00000085391	Gm16150	predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827]	lncRNA
ENSMUSG00000085280	Gm16151	predicted gene 16151 [Source:MGI Symbol;Acc:MGI:3801826]	lncRNA
ENSMUSG00000087131	Gm16152	predicted gene 16152 [Source:MGI Symbol;Acc:MGI:3802058]	lncRNA
ENSMUSG00000048814	Lonrf2	LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]	protein_coding
ENSMUSG00000026080	Chst10	carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283]	protein_coding
ENSMUSG00000103647	Gm37707	predicted gene, 37707 [Source:MGI Symbol;Acc:MGI:5610935]	lncRNA
ENSMUSG00000067604	Nms	neuromedin S [Source:MGI Symbol;Acc:MGI:3583618]	protein_coding
ENSMUSG00000026078	Pdcl3	phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]	protein_coding
ENSMUSG00000104188	Gm37821	predicted gene, 37821 [Source:MGI Symbol;Acc:MGI:5611049]	lncRNA
ENSMUSG00000026077	Npas2	neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]	protein_coding
ENSMUSG00000073702	Rpl31	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]	protein_coding
ENSMUSG00000003134	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]	protein_coding
ENSMUSG00000003135	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]	protein_coding
ENSMUSG00000085894	Gm15832	predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078]	lncRNA
ENSMUSG00000048234	Rnf149	ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]	protein_coding
ENSMUSG00000050967	Creg2	cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]	protein_coding
ENSMUSG00000097083	D930019O06Rik	RIKEN cDNA D930019O06 [Source:MGI Symbol;Acc:MGI:3043219]	lncRNA
ENSMUSG00000057173	Rfx8	regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206]	protein_coding
ENSMUSG00000091937	Gm3646	predicted gene 3646 [Source:MGI Symbol;Acc:MGI:3781822]	protein_coding
ENSMUSG00000101634	1700066B17Rik	RIKEN cDNA 1700066B17 gene [Source:MGI Symbol;Acc:MGI:1920676]	lncRNA
ENSMUSG00000026074	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]	protein_coding
ENSMUSG00000026073	Il1r2	interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]	protein_coding
ENSMUSG00000097899	Gm16894	predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]	lncRNA
ENSMUSG00000026072	Il1r1	interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]	protein_coding
ENSMUSG00000070942	Il1rl2	interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107]	protein_coding
ENSMUSG00000026069	Il1rl1	interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427]	protein_coding
ENSMUSG00000026070	Il18r1	interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]	protein_coding
ENSMUSG00000026068	Il18rap	interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]	protein_coding
ENSMUSG00000104441	Gm35801	predicted gene, 35801 [Source:MGI Symbol;Acc:MGI:5594960]	lncRNA
ENSMUSG00000026065	Slc9a4	solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]	protein_coding
ENSMUSG00000026062	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]	protein_coding
ENSMUSG00000103679	Gm37623	predicted gene, 37623 [Source:MGI Symbol;Acc:MGI:5610851]	lncRNA
ENSMUSG00000103270	Gm37915	predicted gene, 37915 [Source:MGI Symbol;Acc:MGI:5611143]	lncRNA
ENSMUSG00000041945	Mfsd9	major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548]	protein_coding
ENSMUSG00000079588	Tmem182	transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]	protein_coding
ENSMUSG00000104072	4930448I06Rik	RIKEN cDNA 4930448I06 gene [Source:MGI Symbol;Acc:MGI:1922147]	lncRNA
ENSMUSG00000100185	Gm28634	predicted gene 28634 [Source:MGI Symbol;Acc:MGI:5579340]	lncRNA
ENSMUSG00000100832	Gm29260	predicted gene 29260 [Source:MGI Symbol;Acc:MGI:5579966]	lncRNA
ENSMUSG00000053640	Gm9915	predicted gene 9915 [Source:MGI Symbol;Acc:MGI:3641924]	lncRNA
ENSMUSG00000101919	Gm29664	predicted gene 29664 [Source:MGI Symbol;Acc:MGI:5580370]	lncRNA
ENSMUSG00000101299	Gm28175	predicted gene 28175 [Source:MGI Symbol;Acc:MGI:5578881]	lncRNA
ENSMUSG00000100180	Gm28140	predicted gene 28140 [Source:MGI Symbol;Acc:MGI:5578846]	lncRNA
ENSMUSG00000060424	Pantr1	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1 [Source:MGI Symbol;Acc:MGI:1913547]	lncRNA
ENSMUSG00000093436	Gm20646	predicted gene 20646 [Source:MGI Symbol;Acc:MGI:5313093]	lncRNA
ENSMUSG00000045515	Pou3f3	POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]	protein_coding
ENSMUSG00000097063	Pantr2	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2 [Source:MGI Symbol;Acc:MGI:1913870]	lncRNA
ENSMUSG00000099784	Dalir	DNMT1 associated long intergenic non-coding RNA [Source:MGI Symbol;Acc:MGI:5579231]	lncRNA
ENSMUSG00000060679	Mrps9	mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]	protein_coding
ENSMUSG00000041907	Gpr45	G protein-coupled receptor 45 [Source:MGI Symbol;Acc:MGI:2135882]	protein_coding
ENSMUSG00000070939	Tgfbrap1	transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]	protein_coding
ENSMUSG00000100269	Gm28782	predicted gene 28782 [Source:MGI Symbol;Acc:MGI:5579488]	lncRNA
ENSMUSG00000041878	8430432A02Rik	RIKEN cDNA 8430432A02 gene [Source:MGI Symbol;Acc:MGI:1918774]	lncRNA
ENSMUSG00000010290	AI597479	expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299]	protein_coding
ENSMUSG00000008136	Fhl2	four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]	protein_coding
ENSMUSG00000099576	Gm29040	predicted gene 29040 [Source:MGI Symbol;Acc:MGI:5579746]	lncRNA
ENSMUSG00000066877	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821]	protein_coding
ENSMUSG00000026051	Ecrg4	ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146]	protein_coding
ENSMUSG00000100764	Gm29155	predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861]	lncRNA
ENSMUSG00000100635	Gm29157	predicted gene 29157 [Source:MGI Symbol;Acc:MGI:5579863]	lncRNA
ENSMUSG00000100480	Gm29156	predicted gene 29156 [Source:MGI Symbol;Acc:MGI:5579862]	lncRNA
ENSMUSG00000057363	Uxs1	UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]	protein_coding
ENSMUSG00000041763	Tpp2	tripeptidyl peptidase II [Source:MGI Symbol;Acc:MGI:102724]	protein_coding
ENSMUSG00000047343	Mettl21c	methyltransferase like 21C [Source:MGI Symbol;Acc:MGI:3611450]	protein_coding
ENSMUSG00000091844	Gm8251	predicted gene 8251 [Source:MGI Symbol;Acc:MGI:3647616]	protein_coding
ENSMUSG00000026049	Tex30	testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]	protein_coding
ENSMUSG00000026047	Poglut2	protein O-glucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919300]	protein_coding
ENSMUSG00000041684	Bivm	basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]	protein_coding
ENSMUSG00000026048	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:MGI Symbol;Acc:MGI:103582]	protein_coding
ENSMUSG00000046828	Mettl21e	methyltransferase like 21E [Source:MGI Symbol;Acc:MGI:2685837]	protein_coding
ENSMUSG00000100769	Gm28893	predicted gene 28893 [Source:MGI Symbol;Acc:MGI:5579599]	lncRNA
ENSMUSG00000056870	Gulp1	GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]	protein_coding
ENSMUSG00000101701	4930521E06Rik	RIKEN cDNA 4930521E06 gene [Source:MGI Symbol;Acc:MGI:1922316]	lncRNA
ENSMUSG00000026043	Col3a1	collagen, type III, alpha 1 [Source:MGI Symbol;Acc:MGI:88453]	protein_coding
ENSMUSG00000026042	Col5a2	collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]	protein_coding
ENSMUSG00000025995	Wdr75	WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]	protein_coding
ENSMUSG00000098549	Gm5269	predicted gene 5269 [Source:MGI Symbol;Acc:MGI:3646793]	protein_coding
ENSMUSG00000025993	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]	protein_coding
ENSMUSG00000041144	Dnah7b	dynein, axonemal, heavy chain 7B [Source:MGI Symbol;Acc:MGI:2684953]	protein_coding
ENSMUSG00000101337	Dnah7c	dynein, axonemal, heavy chain 7C [Source:MGI Symbol;Acc:MGI:3639762]	protein_coding
ENSMUSG00000025986	Slc39a10	solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]	protein_coding
ENSMUSG00000100213	Gm28151	predicted gene 28151 [Source:MGI Symbol;Acc:MGI:5578857]	lncRNA
ENSMUSG00000101447	Gm28826	predicted gene 28826 [Source:MGI Symbol;Acc:MGI:5579532]	lncRNA
ENSMUSG00000051616	C230029F24Rik	RIKEN cDNA C230029F24 gene [Source:MGI Symbol;Acc:MGI:3045370]	lncRNA
ENSMUSG00000099608	4933411E06Rik	RIKEN cDNA 4933411E06 gene [Source:MGI Symbol;Acc:MGI:1918431]	lncRNA
ENSMUSG00000100451	Gm29665	predicted gene 29665 [Source:MGI Symbol;Acc:MGI:5580371]	lncRNA
ENSMUSG00000100816	Gm28321	predicted gene 28321 [Source:MGI Symbol;Acc:MGI:5579027]	lncRNA
ENSMUSG00000026109	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735]	protein_coding
ENSMUSG00000100671	Gm28322	predicted gene 28322 [Source:MGI Symbol;Acc:MGI:5579028]	lncRNA
ENSMUSG00000101242	Gm28319	predicted gene 28319 [Source:MGI Symbol;Acc:MGI:5579025]	lncRNA
ENSMUSG00000099924	Gm28320	predicted gene 28320 [Source:MGI Symbol;Acc:MGI:5579026]	lncRNA
ENSMUSG00000099625	Gm29325	predicted gene 29325 [Source:MGI Symbol;Acc:MGI:5580031]	lncRNA
ENSMUSG00000101799	9330175M20Rik	RIKEN cDNA 9330175M20 gene [Source:MGI Symbol;Acc:MGI:3045285]	lncRNA
ENSMUSG00000045954	Cavin2	caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513]	protein_coding
ENSMUSG00000101702	1700072G22Rik	RIKEN cDNA 1700072G22 gene [Source:MGI Symbol;Acc:MGI:1920746]	lncRNA
ENSMUSG00000026107	Nabp1	nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]	protein_coding
ENSMUSG00000099413	Gm17767	predicted gene, 17767 [Source:MGI Symbol;Acc:MGI:5009931]	lncRNA
ENSMUSG00000101741	Gm28055	predicted gene 28055 [Source:MGI Symbol;Acc:MGI:5578761]	lncRNA
ENSMUSG00000018417	Myo1b	myosin IB [Source:MGI Symbol;Acc:MGI:107752]	protein_coding
ENSMUSG00000101724	Gm29453	predicted gene 29453 [Source:MGI Symbol;Acc:MGI:5580159]	lncRNA
ENSMUSG00000100313	Gm28323	predicted gene 28323 [Source:MGI Symbol;Acc:MGI:5579029]	lncRNA
ENSMUSG00000062939	Stat4	signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062]	protein_coding
ENSMUSG00000109599	Gm31812	predicted gene, 31812 [Source:MGI Symbol;Acc:MGI:5590971]	lncRNA
ENSMUSG00000026104	Stat1	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	protein_coding
ENSMUSG00000026103	Gls	glutaminase [Source:MGI Symbol;Acc:MGI:95752]	protein_coding
ENSMUSG00000002881	Nab1	Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]	protein_coding
ENSMUSG00000100120	Gm553	predicted gene 553 [Source:MGI Symbol;Acc:MGI:2685399]	lncRNA
ENSMUSG00000099878	Gm28178	predicted gene 28178 [Source:MGI Symbol;Acc:MGI:5578884]	lncRNA
ENSMUSG00000043015	Nemp2	nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113]	protein_coding
ENSMUSG00000041439	Mfsd6	major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925]	protein_coding
ENSMUSG00000100302	Gm29670	predicted gene 29670 [Source:MGI Symbol;Acc:MGI:5580376]	lncRNA
ENSMUSG00000026102	Inpp1	inositol polyphosphate-1-phosphatase [Source:MGI Symbol;Acc:MGI:104848]	protein_coding
ENSMUSG00000041426	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase [Source:MGI Symbol;Acc:MGI:1923792]	protein_coding
ENSMUSG00000043629	1700019D03Rik	RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]	protein_coding
ENSMUSG00000026100	Mstn	myostatin [Source:MGI Symbol;Acc:MGI:95691]	protein_coding
ENSMUSG00000060715	1700019A02Rik	RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647]	protein_coding
ENSMUSG00000026098	Pms1	PMS1 homolog 1, mismatch repair system component [Source:MGI Symbol;Acc:MGI:1202302]	protein_coding
ENSMUSG00000100763	Gm28777	predicted gene 28777 [Source:MGI Symbol;Acc:MGI:5579483]	lncRNA
ENSMUSG00000026097	Ormdl1	ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669]	protein_coding
ENSMUSG00000026096	Osgepl1	O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1919335]	protein_coding
ENSMUSG00000026095	Asnsd1	asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646]	protein_coding
ENSMUSG00000117809	Asdurf	Asnsd1 upstream reading frame [Source:NCBI gene;Acc:110599589]	protein_coding
ENSMUSG00000096141	Dnah7a	dynein, axonemal, heavy chain 7A [Source:MGI Symbol;Acc:MGI:2685838]	protein_coding
ENSMUSG00000026094	Stk17b	serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162]	protein_coding
ENSMUSG00000042807	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]	protein_coding
ENSMUSG00000025983	Ccdc150	coiled-coil domain containing 150 [Source:MGI Symbol;Acc:MGI:1925266]	protein_coding
ENSMUSG00000041303	Gtf3c3	general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]	protein_coding
ENSMUSG00000109809	Gm34066	predicted gene, 34066 [Source:MGI Symbol;Acc:MGI:5593225]	protein_coding
ENSMUSG00000073678	Pgap1	post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342]	protein_coding
ENSMUSG00000052331	Ankrd44	ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243]	protein_coding
ENSMUSG00000101674	4930444A19Rik	RIKEN cDNA 4930444A19 gene [Source:MGI Symbol;Acc:MGI:1921230]	lncRNA
ENSMUSG00000025982	Sf3b1	splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]	protein_coding
ENSMUSG00000025981	Coq10b	coenzyme Q10B [Source:MGI Symbol;Acc:MGI:1915126]	protein_coding
ENSMUSG00000025980	Hspd1	heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]	protein_coding
ENSMUSG00000073676	Hspe1	heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]	protein_coding
ENSMUSG00000025979	Mob4	MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]	protein_coding
ENSMUSG00000025978	Rftn2	raftlin family member 2 [Source:MGI Symbol;Acc:MGI:1921263]	protein_coding
ENSMUSG00000097649	Gm10561	predicted gene 10561 [Source:MGI Symbol;Acc:MGI:3648163]	lncRNA
ENSMUSG00000046994	Mars2	methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]	protein_coding
ENSMUSG00000025977	Boll	boule homolog, RNA binding protein [Source:MGI Symbol;Acc:MGI:1922638]	protein_coding
ENSMUSG00000038349	Plcl1	phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262]	protein_coding
ENSMUSG00000099950	9130227L01Rik	RIKEN cDNA 9130227L01 gene [Source:MGI Symbol;Acc:MGI:2445084]	lncRNA
ENSMUSG00000100372	1700003I22Rik	RIKEN cDNA 1700003I22 gene [Source:MGI Symbol;Acc:MGI:1916606]	lncRNA
ENSMUSG00000101332	Gm28240	predicted gene 28240 [Source:MGI Symbol;Acc:MGI:5578946]	lncRNA
ENSMUSG00000045336	Hsfy2	heat shock transcription factor, Y-linked 2 [Source:MGI Symbol;Acc:MGI:1918316]	protein_coding
ENSMUSG00000038331	Satb2	special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]	protein_coding
ENSMUSG00000087022	9130024F11Rik	RIKEN cDNA 9130024F11 gene [Source:MGI Symbol;Acc:MGI:1926150]	lncRNA
ENSMUSG00000099945	1700126A01Rik	RIKEN cDNA 1700126A01 gene [Source:MGI Symbol;Acc:MGI:1920852]	lncRNA
ENSMUSG00000101429	BC055402	cDNA sequence BC055402 [Source:MGI Symbol;Acc:MGI:3039597]	lncRNA
ENSMUSG00000097519	4930558J18Rik	RIKEN cDNA 4930558J18 gene [Source:MGI Symbol;Acc:MGI:1922573]	lncRNA
ENSMUSG00000038323	1700066M21Rik	RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]	protein_coding
ENSMUSG00000048495	Tyw5	tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]	protein_coding
ENSMUSG00000025971	Maip1	matrix AAA peptidase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915365]	protein_coding
ENSMUSG00000038305	Spats2l	spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]	protein_coding
ENSMUSG00000091283	Gm17234	predicted gene 17234 [Source:MGI Symbol;Acc:MGI:4938061]	lncRNA
ENSMUSG00000054770	Kctd18	potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813]	protein_coding
ENSMUSG00000026039	Sgo2a	shugoshin 2A [Source:MGI Symbol;Acc:MGI:1098767]	protein_coding
ENSMUSG00000063558	Aox1	aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]	protein_coding
ENSMUSG00000064294	Aox3	aldehyde oxidase 3 [Source:MGI Symbol;Acc:MGI:1918974]	protein_coding
ENSMUSG00000038242	Aox4	aldehyde oxidase 4 [Source:MGI Symbol;Acc:MGI:1919122]	protein_coding
ENSMUSG00000089822	Gm15759	predicted gene 15759 [Source:MGI Symbol;Acc:MGI:3783202]	lncRNA
ENSMUSG00000079554	Aox2	aldehyde oxidase 2 [Source:MGI Symbol;Acc:MGI:3529596]	protein_coding
ENSMUSG00000051223	Bzw1	basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132]	protein_coding
ENSMUSG00000026034	Clk1	CDC-like kinase 1 [Source:MGI Symbol;Acc:MGI:107403]	protein_coding
ENSMUSG00000026035	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475]	protein_coding
ENSMUSG00000026036	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1929485]	protein_coding
ENSMUSG00000026037	Orc2	origin recognition complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1328306]	protein_coding
ENSMUSG00000085054	Gm15834	predicted gene 15834 [Source:MGI Symbol;Acc:MGI:3802168]	lncRNA
ENSMUSG00000038174	Fam126b	family with sequence similarity 126, member B [Source:MGI Symbol;Acc:MGI:1098784]	protein_coding
ENSMUSG00000026032	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3 [Source:MGI Symbol;Acc:MGI:1913745]	protein_coding
ENSMUSG00000047528	Flacc1	flagellum associated containing coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1918359]	protein_coding
ENSMUSG00000026031	Cflar	CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166]	protein_coding
ENSMUSG00000026029	Casp8	caspase 8 [Source:MGI Symbol;Acc:MGI:1261423]	protein_coding
ENSMUSG00000026028	Trak2	trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]	protein_coding
ENSMUSG00000026027	Stradb	STE20-related kinase adaptor beta [Source:MGI Symbol;Acc:MGI:2144047]	protein_coding
ENSMUSG00000072295	C2cd6	C2 calcium dependent domain containing 6 [Source:MGI Symbol;Acc:MGI:1920713]	protein_coding
ENSMUSG00000047383	AC169382.1	novel transcript	lncRNA
ENSMUSG00000099752	Gm29018	predicted gene 29018 [Source:MGI Symbol;Acc:MGI:5579724]	lncRNA
ENSMUSG00000038079	Tmem237	transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365]	protein_coding
ENSMUSG00000097573	G730003C15Rik	RIKEN cDNA G730003C15 gene [Source:MGI Symbol;Acc:MGI:3641700]	lncRNA
ENSMUSG00000079550	Mpp4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:MGI Symbol;Acc:MGI:2386681]	protein_coding
ENSMUSG00000101586	Gm29017	predicted gene 29017 [Source:MGI Symbol;Acc:MGI:5579723]	lncRNA
ENSMUSG00000026024	Als2	alsin Rho guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1921268]	protein_coding
ENSMUSG00000026023	Cdk15	cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944]	protein_coding
ENSMUSG00000099922	Gm29016	predicted gene 29016 [Source:MGI Symbol;Acc:MGI:5579722]	lncRNA
ENSMUSG00000041075	Fzd7	frizzled class receptor 7 [Source:MGI Symbol;Acc:MGI:108570]	protein_coding
ENSMUSG00000097819	Gm26813	predicted gene, 26813 [Source:MGI Symbol;Acc:MGI:5477307]	lncRNA
ENSMUSG00000047361	Gm973	predicted gene 973 [Source:MGI Symbol;Acc:MGI:2685819]	protein_coding
ENSMUSG00000099811	Gm28411	predicted gene 28411 [Source:MGI Symbol;Acc:MGI:5579117]	lncRNA
ENSMUSG00000101409	1700122D07Rik	RIKEN cDNA 1700122D07 gene [Source:MGI Symbol;Acc:MGI:1923911]	lncRNA
ENSMUSG00000026021	Sumo1	small ubiquitin-like modifier 1 [Source:MGI Symbol;Acc:MGI:1197010]	protein_coding
ENSMUSG00000026020	Nop58	NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]	protein_coding
ENSMUSG00000067336	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase) [Source:MGI Symbol;Acc:MGI:1095407]	protein_coding
ENSMUSG00000041040	Fam117b	family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]	protein_coding
ENSMUSG00000026018	Ica1l	islet cell autoantigen 1-like [Source:MGI Symbol;Acc:MGI:1917625]	protein_coding
ENSMUSG00000026019	Wdr12	WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241]	protein_coding
ENSMUSG00000026017	Carf	calcium response factor [Source:MGI Symbol;Acc:MGI:2182269]	protein_coding
ENSMUSG00000073664	Nbeal1	neurobeachin like 1 [Source:MGI Symbol;Acc:MGI:2444343]	protein_coding
ENSMUSG00000049439	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]	protein_coding
ENSMUSG00000026782	Abi2	abl-interactor 2 [Source:MGI Symbol;Acc:MGI:106913]	protein_coding
ENSMUSG00000026014	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550]	protein_coding
ENSMUSG00000026012	Cd28	CD28 antigen [Source:MGI Symbol;Acc:MGI:88327]	protein_coding
ENSMUSG00000086795	Gm11579	predicted gene 11579 [Source:MGI Symbol;Acc:MGI:3650510]	lncRNA
ENSMUSG00000085965	2310016D23Rik	RIKEN cDNA 2310016D23 gene [Source:MGI Symbol;Acc:MGI:1923693]	lncRNA
